carrier,date,comp_alt_trans,comp_no_trans,comp_volunteers,denied_boarding,downgrades,no_comp_fail_comply,no_comp_new_flight,no_comp_small_equip,pass_no_trans,pass_trans,receive_comp,total_boardings,upgrades,volunteer_for_pay,denied_per_10k
Hawaiian,2014-07-01,2450.0,0.0,9250.0,81.0,0.0,0.0,0.0,0.0,1.0,80.0,81.0,2671867.0,0.0,92.0,0.30315880244039095
Hawaiian,2014-10-01,0.0,0.0,15980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507376.0,0.0,78.0,0.0
Hawaiian,2015-01-01,500.0,0.0,8550.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2472431.0,0.0,110.0,0.028312215790855234
Hawaiian,2015-04-01,0.0,0.0,600.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2605895.0,0.0,54.0,0.007674906318174754
Hawaiian,2015-07-01,5538.0,998.0,9200.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2775894.0,0.0,124.0,0.043229316393205215
Hawaiian,2015-10-01,5460.0,0.0,5750.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2608124.0,0.0,70.0,0.030673388228473798
Hawaiian,2016-01-01,0.0,0.0,12673.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2599123.0,0.0,37.0,0.007694903242362904
JetBlue,2008-01-01,2400.0,0.0,10149.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5518098.0,0.0,23.0,0.016309967673644073
JetBlue,2008-04-01,1e3,0.0,652.0,5.0,NA,0.0,0.0,0.0,0.0,5.0,5.0,5637086.0,NA,3.0,0.008869830972953047
JetBlue,2008-07-01,1800.0,0.0,13475.0,3.0,NA,0.0,0.0,0.0,0.0,3.0,0.0,5637086.0,NA,25.0,0.005321898583771828
JetBlue,2008-10-01,1300.0,0.0,1924.0,5.0,NA,0.0,0.0,0.0,0.0,5.0,5.0,5108284.0,NA,7.0,0.009788022748930952
JetBlue,2009-01-01,0.0,0.0,1e3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5108284.0,0.0,1.0,0.0
JetBlue,2009-04-01,1899.0,0.0,6668.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5690972.0,0.0,23.0,0.012300183518738099
JetBlue,2009-07-01,0.0,0.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6011251.0,0.0,4.0,0.0
JetBlue,2009-10-01,2e3,0.0,2800.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5456842.0,0.0,5.0,0.0036651235274908086
JetBlue,2010-01-01,4744.0,0.0,6490.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5528333.0,0.0,27.0,0.012662044779140475
JetBlue,2010-04-01,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6113408.0,0.0,4.0,0.0
JetBlue,2010-07-01,3e3,0.0,350.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6572961.0,0.0,1.0,0.004564153050657078
JetBlue,2010-10-01,9850.0,0.0,10613.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6039231.0,0.0,21.0,0.019870079485285463
JetBlue,2011-04-01,0.0,0.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6622343.0,0.0,9.0,0.0
JetBlue,2011-07-01,9600.0,0.0,3930.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7015965.0,0.0,16.0,0.011402565434690738
JetBlue,2011-10-01,0.0,0.0,17862.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6291058.0,0.0,56.0,0.01748513525070028
JetBlue,2011-01-01,8e3,0.0,7e3,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6038693.0,0.0,14.0,0.01987184975291839
JetBlue,2012-01-01,5200.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6371852.0,0.0,0.0,0.006277609712215538
JetBlue,2012-04-01,6105.0,1300.0,49389.0,12.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,6832293.0,0.0,114.0,0.01756364956830745
JetBlue,2012-07-01,2230.0,0.0,30525.0,10.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,7138623.0,0.0,77.0,0.014008303842351669
JetBlue,2012-10-01,9688.0,0.0,22324.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,6573215.0,0.0,54.0,0.019777232298045934
JetBlue,2013-01-01,1300.0,0.0,61250.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6765286.0,0.0,170.0,0.0014781341099252862
JetBlue,2013-04-01,9400.0,0.0,46354.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,7188445.0,0.0,126.0,0.02086682168396642
JetBlue,2013-07-01,695.0,500.0,27598.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7381669.0,0.0,61.0,0.0027094143614404815
JetBlue,2013-10-01,1e3,0.0,60277.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6831371.0,0.0,145.0,0.0014638350047157444
JetBlue,2014-01-01,1300.0,0.0,61250.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6765286.0,0.0,170.0,0.0014781341099252862
JetBlue,2014-04-01,52029.0,0.0,127024.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,7489539.0,0.0,279.0,0.09346369649720764
JetBlue,2014-07-01,10370.0,0.0,322592.0,526.0,2.0,3.0,0.0,510.0,0.0,13.0,13.0,7727979.0,8.0,851.0,0.6806436715213641
JetBlue,2014-10-01,3200.0,0.0,128521.0,30.0,1.0,1.0,0.0,27.0,0.0,2.0,2.0,7350027.0,0.0,407.0,0.040816176593637
JetBlue,2015-01-01,37789.0,0.0,264132.0,39.0,147.0,0.0,0.0,0.0,0.0,39.0,39.0,7357389.0,0.0,619.0,0.0530079352879126
JetBlue,2015-04-01,6300.0,0.0,96726.0,5.0,83.0,0.0,0.0,0.0,0.0,5.0,5.0,8105136.0,0.0,266.0,0.006168927948895614
JetBlue,2015-07-01,8371.0,0.0,127117.0,8.0,39.0,0.0,0.0,0.0,0.0,8.0,8.0,8318476.0,0.0,358.0,0.00961714621764852
JetBlue,2015-10-01,14200.0,0.0,269970.0,21.0,64.0,0.0,0.0,0.0,0.0,21.0,17.0,8168250.0,0.0,598.0,0.02570930125791938
JetBlue,2016-01-01,31200.0,0.0,221911.0,28.0,27.0,0.0,0.0,0.0,0.0,28.0,27.0,8244033.0,0.0,488.0,0.033963959144753544
Mesa,2008-01-01,32695.0,200.0,200.0,189.0,556.0,0.0,32.0,0.0,24.0,133.0,157.0,1584168.0,1908.0,5479.0,1.1930552820155438
Mesa,2008-04-01,53438.0,4248.0,0.0,417.0,607.0,0.0,42.0,4.0,75.0,296.0,333.0,2780662.0,3192.0,6099.0,1.4996428907936312
Mesa,2008-07-01,56458.0,9246.0,714.0,412.0,565.0,0.0,54.0,3.0,78.0,277.0,355.0,2883119.0,3212.0,6718.0,1.429007959782444
Mesa,2008-10-01,49529.0,7287.0,0.0,337.0,564.0,31.0,65.0,6.0,67.0,168.0,236.0,2699828.0,2619.0,6752.0,1.248227664873466
Mesa,2009-01-01,56912.0,4598.0,0.0,303.0,422.0,30.0,43.0,0.0,53.0,177.0,230.0,2494444.0,2261.0,5720.0,1.2146995482760887
Mesa,2009-04-01,87875.0,28753.0,0.0,486.0,605.0,57.0,32.0,2.0,133.0,262.0,303.0,2882497.0,3485.0,7091.0,1.6860381814794603
Mesa,2009-07-01,55891.0,14521.0,0.0,400.0,630.0,13.0,35.0,15.0,123.0,214.0,337.0,2909167.0,3644.0,5353.0,1.3749640360969309
Mesa,2009-10-01,62462.0,9652.0,0.0,429.0,461.0,64.0,63.0,1.0,81.0,220.0,301.0,2698257.0,2611.0,4316.0,1.5899152675227008
Mesa,2010-01-01,120693.0,7966.0,0.0,503.0,624.0,75.0,31.0,5.0,68.0,324.0,392.0,2308909.0,2862.0,4172.0,2.178518079317981
Mesa,2010-04-01,94850.0,7689.0,0.0,606.0,616.0,112.0,49.0,2.0,64.0,324.0,414.0,2366318.0,1336.0,3792.0,2.560940668160408
Mesa,2010-07-01,110021.0,17010.0,0.0,614.0,614.0,61.0,56.0,2.0,164.0,433.0,495.0,2272104.0,1453.0,3410.0,2.702341090020527
Mesa,2010-10-01,103731.0,7733.0,0.0,564.0,444.0,81.0,55.0,27.0,111.0,377.0,383.0,2018689.0,1039.0,3575.0,2.79389247179729
Mesa,2011-04-01,135053.0,0.0,0.0,541.0,131.0,54.0,39.0,4.0,23.0,421.0,416.0,1794852.0,349.0,2125.0,3.0141760991992657
Mesa,2011-07-01,93305.0,6015.0,0.0,387.0,880.0,35.0,43.0,4.0,52.0,253.0,268.0,2097955.0,763.0,2953.0,1.8446534839879787
Mesa,2011-10-01,209901.0,12145.0,0.0,495.0,1132.0,12.0,39.0,7.0,81.0,363.0,367.0,1844739.0,564.0,2226.0,2.6833064189568283
Mesa,2011-01-01,93007.0,13138.0,0.0,352.0,445.0,37.0,21.0,4.0,52.0,247.0,290.0,2080943.0,775.0,2897.0,1.69154080625947
Mesa,2012-01-01,233881.0,32816.0,300.0,446.0,1227.0,14.0,19.0,1.0,92.0,320.0,370.0,1877874.0,307.0,1900.0,2.3750262264667388
Mesa,2012-04-01,187933.0,43941.0,9063.0,481.0,1266.0,33.0,35.0,2.0,146.0,265.0,346.0,1863476.0,15.0,2566.0,2.581197718671987
Mesa,2012-07-01,180031.0,70999.0,3900.0,490.0,1608.0,14.0,59.0,0.0,121.0,296.0,459.0,1957583.0,26.0,1637.0,2.5030867145863036
Mesa,2012-10-01,226733.0,70459.0,5180.0,512.0,1263.0,11.0,29.0,3.0,107.0,379.0,464.0,1899862.0,17.0,1510.0,2.6949325793136554
Mesa,2013-01-01,185536.0,132105.0,4224.0,539.0,776.0,24.0,11.0,0.0,190.0,314.0,503.0,1834793.0,5.0,1202.0,2.9376610876540297
Mesa,2013-04-01,295441.0,103604.0,0.0,646.0,1213.0,18.0,28.0,2.0,159.0,441.0,597.0,2156621.0,7.0,1725.0,2.9954266419551696
Mesa,2013-07-01,192092.0,87711.0,0.0,494.0,1123.0,39.0,23.0,5.0,102.0,348.0,404.0,2298325.0,7.0,1907.0,2.149391404609879
Mesa,2013-10-01,195611.0,221217.0,0.0,518.0,957.0,12.0,17.0,0.0,220.0,269.0,479.0,2111954.0,11.0,1915.0,2.452704935808261
Northwest,2008-01-01,66695.0,0.0,4860.0,1233.0,156.0,425.0,12.0,231.0,0.0,565.0,1147.0,10713842.0,2330.0,15855.0,1.1508476604377775
Northwest,2008-04-01,45523.0,0.0,692.0,730.0,100.0,293.0,8.0,136.0,0.0,293.0,608.0,11690963.0,3539.0,13229.0,0.624413916971596
Northwest,2008-07-01,64418.0,0.0,10536.0,536.0,66.0,236.0,12.0,71.0,0.0,217.0,423.0,11008983.0,4434.0,11540.0,0.48687512733919197
Northwest,2008-10-01,62859.0,0.0,1415.0,528.0,61.0,226.0,8.0,63.0,0.0,231.0,437.0,9105374.0,2506.0,7849.0,0.5798773339788129
Northwest,2009-01-01,94123.0,0.0,778.0,569.0,31.0,252.0,8.0,35.0,0.0,274.0,478.0,8365018.0,2471.0,12089.0,0.6802137186076587
Northwest,2009-04-01,84258.0,0.0,4231.0,702.0,16.0,302.0,4.0,42.0,0.0,354.0,616.0,9535634.0,4177.0,11828.0,0.7361859735807813
Northwest,2009-07-01,27181.0,0.0,2384.0,427.0,39.0,138.0,14.0,148.0,0.0,127.0,354.0,9787432.0,3605.0,11998.0,0.43627378458414834
Northwest,2009-10-01,37947.0,0.0,870.0,425.0,26.0,151.0,8.0,106.0,0.0,160.0,365.0,7911135.0,1852.0,8142.0,0.5372174789078937
Pinnacle,2008-01-01,0.0,600.0,0.0,45.0,132.0,0.0,0.0,0.0,40.0,5.0,45.0,95473.0,466.0,149.0,4.713374461889749
Pinnacle,2008-04-01,0.0,3798.0,0.0,76.0,115.0,0.0,0.0,0.0,66.0,10.0,76.0,228366.0,1368.0,306.0,3.327991031939956
Pinnacle,2008-07-01,208.0,3908.0,0.0,39.0,121.0,0.0,0.0,0.0,32.0,7.0,39.0,268585.0,1616.0,353.0,1.4520542844909432
Pinnacle,2008-10-01,191.0,29841.0,0.0,380.0,227.0,124.0,0.0,8.0,58.0,190.0,371.0,2568204.0,1828.0,5764.0,1.4796332378580517
Pinnacle,2009-01-01,30155.0,27764.0,1125.0,376.0,219.0,118.0,5.0,0.0,65.0,188.0,363.0,2355938.0,1809.0,6526.0,1.5959672962531273
Pinnacle,2009-04-01,36130.0,5074.0,386.0,375.0,301.0,117.0,6.0,0.0,43.0,209.0,357.0,2710661.0,3287.0,7330.0,1.3834264041132402
Pinnacle,2009-07-01,20320.0,10972.0,544.0,264.0,308.0,79.0,3.0,2.0,48.0,132.0,260.0,2869462.0,3101.0,6369.0,0.9200330933115686
Pinnacle,2009-10-01,11657.0,18924.0,789.0,208.0,264.0,69.0,2.0,0.0,35.0,102.0,201.0,2573221.0,2060.0,6028.0,0.8083254411494388
Pinnacle,2010-01-01,8070.0,68184.0,0.0,184.0,240.0,17.0,20.0,0.0,110.0,37.0,158.0,2493458.0,1566.0,8241.0,0.7379310178876083
Pinnacle,2010-04-01,8327.0,73402.0,0.0,192.0,304.0,5.0,10.0,0.0,151.0,26.0,177.0,2721953.0,2750.0,8071.0,0.7053758826842345
Pinnacle,2010-07-01,5886.0,128876.0,0.0,263.0,238.0,4.0,5.0,0.0,233.0,21.0,254.0,2762653.0,2617.0,8489.0,0.9519834738564705
Pinnacle,2010-10-01,2158.0,79640.0,0.0,142.0,245.0,0.0,2.0,0.0,132.0,8.0,140.0,2527629.0,1869.0,6065.0,0.5617913071894649
Pinnacle,2013-01-01,12750.0,266538.0,0.0,313.0,1119.0,22.0,36.0,0.0,232.0,23.0,255.0,3029359.0,3420.0,5738.0,1.0332218796121555
Pinnacle,2013-04-01,11868.0,217106.0,0.0,281.0,961.0,21.0,44.0,0.0,194.0,22.0,216.0,3350594.0,3328.0,5144.0,0.8386572649506326
Skywest,2008-01-01,336.0,25231.0,0.0,371.0,1374.0,0.0,1.0,0.0,318.0,52.0,370.0,1834243.0,6017.0,3010.0,2.0226327700310156
Skywest,2008-04-01,3436.0,45457.0,0.0,490.0,1488.0,3.0,7.0,0.0,366.0,114.0,459.0,3645605.0,7957.0,10029.0,1.3440841780719524
Skywest,2008-07-01,7391.0,109112.0,0.0,672.0,1363.0,6.0,14.0,0.0,519.0,133.0,652.0,5338081.0,8030.0,12280.0,1.2588793613285374
Skywest,2008-10-01,6188.0,61650.0,0.0,557.0,1399.0,6.0,4.0,0.0,427.0,120.0,547.0,4754319.0,5790.0,8836.0,1.1715663168584187
Skywest,2009-01-01,5127.0,147102.0,0.0,720.0,1370.0,6.0,3.0,0.0,549.0,162.0,711.0,4592875.0,6005.0,9654.0,1.5676455379255911
Skywest,2009-04-01,12246.0,53304.0,0.0,517.0,1935.0,3.0,21.0,1.0,303.0,189.0,494.0,5242638.0,11043.0,9927.0,0.9861447614731363
Skywest,2009-07-01,6165.0,51298.0,0.0,423.0,2054.0,5.0,8.0,0.0,299.0,178.0,384.0,5644301.0,13960.0,10818.0,0.7494284943343736
Skywest,2009-10-01,7686.0,65375.0,0.0,474.0,1622.0,15.0,18.0,0.0,230.0,211.0,456.0,5241819.0,11296.0,10526.0,0.904266248033364
Skywest,2010-01-01,9374.0,193430.0,0.0,688.0,1933.0,1.0,11.0,1.0,587.0,88.0,675.0,5402551.0,12605.0,15730.0,1.2734724762431675
Skywest,2010-04-01,9067.0,50663.0,0.0,320.0,1955.0,6.0,3.0,0.0,234.0,77.0,313.0,5986774.0,8547.0,11666.0,0.5345115750151918
Skywest,2010-07-01,4889.0,86934.0,0.0,301.0,2210.0,1.0,2.0,1.0,251.0,46.0,297.0,6302913.0,11549.0,12292.0,0.47755696453370056
Skywest,2010-10-01,8802.0,96034.0,800.0,346.0,1976.0,1.0,4.0,11.0,266.0,64.0,338.0,6006681.0,7934.0,11301.0,0.576025262536832
Skywest,2011-04-01,5477.0,95390.0,0.0,336.0,1633.0,8.0,4.0,0.0,269.0,55.0,324.0,6210623.0,6384.0,11295.0,0.5410085268418321
Skywest,2011-07-01,16706.0,191803.0,1200.0,482.0,2641.0,33.0,8.0,6.0,358.0,77.0,442.0,6624658.0,8920.0,12506.0,0.7275847296569876
Skywest,2011-10-01,23996.0,255294.0,0.0,406.0,2190.0,7.0,4.0,4.0,331.0,60.0,392.0,6009979.0,5545.0,10520.0,0.6755431258578442
Skywest,2011-01-01,7143.0,130613.0,0.0,453.0,1538.0,4.0,4.0,5.0,371.0,69.0,445.0,5714175.0,5606.0,14697.0,0.7927653598288467
Skywest,2012-01-01,77404.0,584554.0,13518.0,972.0,1809.0,9.0,17.0,11.0,790.0,145.0,932.0,5942158.0,4050.0,11901.0,1.6357693619052205
Skywest,2012-04-01,105792.0,729869.0,43003.0,1630.0,775.0,7.0,82.0,87.0,1255.0,199.0,1535.0,6637699.0,4556.0,10932.0,2.4556702556111687
Skywest,2012-07-01,105927.0,797701.0,30509.0,1577.0,796.0,28.0,38.0,92.0,1247.0,172.0,1471.0,6868429.0,6236.0,10281.0,2.2960126689815095
Skywest,2012-10-01,85752.0,923142.0,34143.0,1811.0,1338.0,16.0,67.0,133.0,1484.0,111.0,1628.0,6419001.0,6405.0,11119.0,2.821311291274141
Skywest,2013-01-01,68265.0,958616.0,35332.0,1843.0,1451.0,29.0,67.0,143.0,1508.0,96.0,1711.0,6314061.0,4276.0,10542.0,2.9188821584080356
Skywest,2013-04-01,91390.0,677668.0,0.0,1436.0,1432.0,90.0,83.0,101.0,1017.0,145.0,1252.0,6875131.0,5277.0,8049.0,2.088687473736864
Skywest,2013-07-01,79798.0,760003.0,0.0,1328.0,1262.0,26.0,41.0,48.0,1053.0,160.0,1252.0,6933277.0,5173.0,7137.0,1.9154001780110617
Skywest,2013-10-01,118733.0,1294969.0,0.0,2161.0,1319.0,41.0,97.0,82.0,1722.0,219.0,2048.0,6395843.0,4002.0,10214.0,3.378757108328019
Skywest,2014-01-01,68265.0,958616.0,35332.0,1843.0,1451.0,29.0,67.0,143.0,1508.0,96.0,1711.0,6314061.0,4276.0,10542.0,2.9188821584080356
Skywest,2014-04-01,72698.0,1152893.0,0.0,1836.0,1121.0,25.0,51.0,188.0,1362.0,210.0,1754.0,6861891.0,5633.0,10717.0,2.675647281485526
Skywest,2014-07-01,23742.0,765989.0,0.0,1373.0,1156.0,19.0,37.0,193.0,1041.0,83.0,1289.0,6752821.0,7207.0,8493.0,2.0332243369104557
Skywest,2014-10-01,18254.0,567210.0,2600.0,1332.0,1054.0,11.0,39.0,305.0,913.0,64.0,1231.0,6656843.0,4538.0,11280.0,2.000948497658725
Skywest,2015-01-01,22661.0,726888.0,730.0,1630.0,1166.0,20.0,45.0,297.0,1185.0,83.0,1496.0,6458573.0,3970.0,14041.0,2.5237773111800395
Skywest,2015-04-01,5797.0,633954.0,0.0,1739.0,1337.0,12.0,46.0,777.0,875.0,29.0,1606.0,7403792.0,4572.0,13941.0,2.348796400547179
Skywest,2015-07-01,11040.0,503652.0,0.0,924.0,1633.0,12.0,13.0,213.0,657.0,29.0,866.0,7710341.0,5889.0,12951.0,1.198390577018578
Skywest,2015-10-01,12436.0,427568.0,0.0,786.0,2027.0,12.0,13.0,177.0,554.0,30.0,640.0,6990054.0,4973.0,10896.0,1.1244548325377743
Skywest,2016-01-01,10372.0,385672.0,1300.0,709.0,1948.0,5.0,22.0,154.0,500.0,28.0,596.0,6858709.0,4007.0,9537.0,1.0337222354819253
Southwest,2008-01-01,666734.0,518134.0,8408273.0,4310.0,0.0,828.0,0.0,0.0,1489.0,1993.0,3482.0,24708540.0,0.0,25431.0,1.7443361687902241
Southwest,2008-04-01,361921.0,192334.0,5764725.0,2433.0,NA,761.0,0.0,0.0,602.0,1070.0,1672.0,27550957.0,NA,17578.0,0.8830909213062907
Southwest,2008-07-01,259315.0,95908.0,4680184.0,1585.0,NA,597.0,0.0,0.0,270.0,718.0,988.0,25694071.0,NA,14145.0,0.6168738305424625
Southwest,2008-10-01,267203.0,409584.0,5642799.0,2349.0,NA,617.0,0.0,0.0,1004.0,728.0,1732.0,24091435.0,NA,16249.0,0.9750353185686116
Southwest,2009-01-01,404325.0,671454.0,7617632.0,3328.0,0.0,655.0,0.0,0.0,1645.0,1028.0,2673.0,23366897.0,0.0,22760.0,1.4242370307020227
Southwest,2009-04-01,402822.0,507531.0,10794961.0,3526.0,0.0,853.0,0.0,0.0,1479.0,1194.0,2673.0,26517691.0,0.0,33825.0,1.3296783645303054
Southwest,2009-07-01,322744.0,380397.0,0.0,2978.0,0.0,864.0,0.0,0.0,1136.0,978.0,2114.0,26434803.0,0.0,29147.0,1.1265451836353764
Southwest,2009-10-01,407092.0,480726.0,0.0,3281.0,0.0,746.0,0.0,0.0,1358.0,1177.0,2535.0,25450773.0,0.0,28566.0,1.2891553431402654
Southwest,2010-01-01,865423.0,1189581.0,0.0,6167.0,0.0,1028.0,0.0,0.0,2893.0,2246.0,5139.0,23772905.0,0.0,35668.0,2.5941297456074466
Southwest,2010-04-01,372992.0,467159.0,0.0,2825.0,0.0,648.0,0.0,0.0,1189.0,988.0,2177.0,27613969.0,0.0,19603.0,1.023032943942249
Southwest,2010-07-01,314343.0,160154.0,0.0,2153.0,0.0,1026.0,0.0,0.0,376.0,751.0,1127.0,27848578.0,0.0,17393.0,0.7731094923410451
Southwest,2010-10-01,327959.0,219471.0,0.0,2062.0,0.0,850.0,0.0,0.0,484.0,728.0,1212.0,27178950.0,0.0,16548.0,0.7586753719330585
Southwest,2011-04-01,359121.0,343588.0,0.0,2102.0,0.0,662.0,0.0,0.0,683.0,757.0,1440.0,28919972.0,0.0,15391.0,0.7268333454818007
Southwest,2011-07-01,275991.0,163491.0,0.0,1583.0,0.0,739.0,0.0,0.0,320.0,524.0,844.0,28539135.0,0.0,14335.0,0.5546769374755051
Southwest,2011-10-01,371310.0,222999.0,0.0,1364.0,0.0,612.0,0.0,0.0,305.0,447.0,752.0,27712179.0,0.0,11201.0,0.49220236344460677
Southwest,2011-01-01,360544.0,394029.0,0.0,2167.0,0.0,620.0,0.0,0.0,787.0,760.0,1547.0,25637423.0,0.0,16228.0,0.8452487599865244
Southwest,2012-01-01,645399.0,298244.0,0.0,1964.0,0.0,806.0,0.0,0.0,356.0,802.0,1158.0,26029507.0,0.0,14755.0,0.7545283128105347
Southwest,2012-04-01,1044307.0,453781.0,0.0,3090.0,0.0,1278.0,0.0,0.0,528.0,1284.0,1812.0,29290547.0,0.0,21474.0,1.0549478642375645
Southwest,2012-07-01,682792.0,303985.0,0.0,2341.0,0.0,1111.0,0.0,0.0,363.0,867.0,1230.0,29334383.0,0.0,19272.0,0.7980396246957027
Southwest,2012-10-01,692490.0,345494.0,0.0,2095.0,0.0,937.0,0.0,0.0,370.0,788.0,1158.0,27876734.0,0.0,13851.0,0.7515227572928737
Southwest,2013-01-01,1346156.0,624418.0,0.0,3185.0,0.0,1037.0,0.0,0.0,662.0,1486.0,2148.0,26269242.0,0.0,17307.0,1.2124445768172527
Southwest,2013-04-01,1665020.0,946298.0,0.0,4538.0,0.0,1289.0,0.0,0.0,1172.0,2077.0,3249.0,30575862.0,0.0,26487.0,1.4841772899158165
Southwest,2013-07-01,844964.0,386798.0,0.0,2550.0,0.0,1094.0,0.0,0.0,465.0,991.0,1456.0,29421835.0,0.0,22614.0,0.8667032494744125
Southwest,2013-10-01,548943.0,187944.0,0.0,1948.0,0.0,1085.0,0.0,0.0,216.0,647.0,863.0,29378897.0,0.0,14512.0,0.6630609719622897
Southwest,2014-01-01,1346156.0,624418.0,0.0,3185.0,0.0,1037.0,0.0,0.0,662.0,1486.0,2148.0,26269242.0,0.0,17307.0,1.2124445768172527
Southwest,2014-04-01,1385643.0,629808.0,0.0,3605.0,0.0,1283.0,0.0,0.0,710.0,1612.0,2322.0,22614856.0,0.0,26341.0,1.5940848794261613
Southwest,2014-07-01,1108338.0,417833.0,0.0,3197.0,0.0,1389.0,0.0,0.0,500.0,1308.0,1808.0,33271343.0,0.0,24822.0,0.9608869711090412
Southwest,2014-10-01,546400.0,187589.0,0.0,1864.0,0.0,1013.0,0.0,0.0,227.0,624.0,851.0,32903774.0,0.0,13126.0,0.566500365581164
Southwest,2015-01-01,1339153.0,580043.0,0.0,3326.0,0.0,1183.0,0.0,0.0,647.0,1496.0,2143.0,31993058.0,0.0,20641.0,1.0396005283396166
Southwest,2015-04-01,1810981.0,725435.0,0.0,4436.0,0.0,1518.0,0.0,0.0,822.0,2096.0,2918.0,37496853.0,0.0,29084.0,1.1830326134302525
Southwest,2015-07-01,1954266.0,657812.0,0.0,4413.0,0.0,1398.0,0.0,0.0,776.0,2241.0,3017.0,37603390.0,0.0,27315.0,1.173564404698619
Southwest,2015-10-01,1347420.0,541328.0,0.0,3433.0,0.0,1305.0,0.0,0.0,626.0,1502.0,2128.0,36839451.0,0.0,19473.0,0.9318814224457362
Southwest,2016-01-01,1338902.0,378987.0,0.0,3116.0,0.0,1216.0,0.0,0.0,417.0,1483.0,1900.0,34393320.0,0.0,18278.0,0.9059898840821415
Spirit,2015-01-01,524.0,58626.0,0.0,128.0,119.0,199811.0,0.0,48.0,127.0,1.0,128.0,3552709.0,0.0,1947.0,0.36028844467700566
Spirit,2015-04-01,3012.0,119234.0,0.0,179.0,125.0,209564.0,0.0,328.0,176.0,3.0,179.0,4001225.0,0.0,2484.0,0.4473629950827559
Spirit,2015-07-01,0.0,36224.0,0.0,65.0,59.0,220481.0,0.0,142.0,65.0,0.0,65.0,4226050.0,0.0,1e3,0.15380792939032903
Spirit,2015-10-01,0.0,84591.0,0.0,124.0,122.0,233333.0,0.0,117.0,124.0,0.0,124.0,4230180.0,0.0,1158.0,0.2931317343470018
Spirit,2016-01-01,448.0,83341.0,0.0,123.0,147.0,246266.0,0.0,348.0,122.0,1.0,123.0,4509591.0,0.0,1224.0,0.2727520078871898
United,2008-01-01,88944.0,255521.0,22466.0,1239.0,10818.0,1.0,0.0,0.0,845.0,394.0,1239.0,13846166.0,50052.0,13550.0,0.894832547869208
United,2008-04-01,136318.0,309524.0,42659.0,1535.0,11738.0,0.0,0.0,0.0,1047.0,488.0,1535.0,15576992.0,76457.0,29157.0,0.9854277385518334
United,2008-07-01,296117.0,848638.0,57197.0,2586.0,11077.0,0.0,0.0,0.0,1857.0,729.0,2586.0,15278008.0,69282.0,29613.0,1.6926290390736802
United,2008-10-01,164649.0,404990.0,20794.0,1452.0,9906.0,0.0,0.0,0.0,948.0,504.0,1452.0,12867796.0,51287.0,20304.0,1.1283983675215241
United,2009-01-01,128093.0,481242.0,16621.0,1550.0,7022.0,0.0,0.0,0.0,1126.0,424.0,1550.0,11953422.0,45310.0,19330.0,1.2966998069674107
United,2009-04-01,233532.0,615063.0,5914.0,2282.0,10995.0,1.0,1.0,1.0,1542.0,739.0,2282.0,13336497.0,82881.0,26845.0,1.7110940001711095
United,2009-07-01,114532.0,334146.0,9873.0,1091.0,10944.0,0.0,0.0,0.0,816.0,275.0,1091.0,13750493.0,82283.0,20574.0,0.7934260975224671
United,2009-10-01,187006.0,555775.0,35032.0,1722.0,8658.0,0.0,0.0,0.0,1292.0,430.0,1722.0,11930997.0,54291.0,15064.0,1.4432993319837395
United,2010-01-01,218369.0,767861.0,19524.0,2142.0,9769.0,0.0,0.0,0.0,1641.0,501.0,2142.0,11171323.0,52025.0,15521.0,1.917409424112077
